level_0,index,ts,T,H,PMS1,PMS2_5,PMS10,CO2,NO2,CO,VoC,C2H5OH,ID,Loc,Customer,Ph,Valid,Valid_CO2,bkps
3647,3647,2023-06-22 01:00:47,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3648,3648,2023-06-22 01:00:48,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3649,3649,2023-06-22 01:00:49,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3650,3650,2023-06-22 01:00:50,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3651,3651,2023-06-22 01:00:51,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3652,3652,2023-06-22 01:00:52,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3653,3653,2023-06-22 01:00:53,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3654,3654,2023-06-22 01:00:54,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3655,3655,2023-06-22 01:00:55,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3656,3656,2023-06-22 01:00:56,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3657,3657,2023-06-22 01:00:57,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3658,3658,2023-06-22 01:00:58,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3659,3659,2023-06-22 01:00:59,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3660,3660,2023-06-22 01:01:00,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3661,3661,2023-06-22 01:01:01,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3662,3662,2023-06-22 01:01:02,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3663,3663,2023-06-22 01:01:03,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3664,3664,2023-06-22 01:01:04,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3665,3665,2023-06-22 01:01:05,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3666,3666,2023-06-22 01:01:06,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3667,3667,2023-06-22 01:01:07,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3668,3668,2023-06-22 01:01:08,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3669,3669,2023-06-22 01:01:09,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3670,3670,2023-06-22 01:01:10,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3671,3671,2023-06-22 01:01:11,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3672,3672,2023-06-22 01:01:12,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3673,3673,2023-06-22 01:01:13,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3674,3674,2023-06-22 01:01:14,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3675,3675,2023-06-22 01:01:15,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3676,3676,2023-06-22 01:01:16,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3677,3677,2023-06-22 01:01:17,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3678,3678,2023-06-22 01:01:18,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3679,3679,2023-06-22 01:01:19,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3680,3680,2023-06-22 01:01:20,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3681,3681,2023-06-22 01:01:21,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3682,3682,2023-06-22 01:01:22,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3683,3683,2023-06-22 01:01:23,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3684,3684,2023-06-22 01:01:24,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3685,3685,2023-06-22 01:01:25,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3686,3686,2023-06-22 01:01:26,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3687,3687,2023-06-22 01:01:27,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3688,3688,2023-06-22 01:01:28,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3689,3689,2023-06-22 01:01:29,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3690,3690,2023-06-22 01:01:30,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3691,3691,2023-06-22 01:01:31,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3692,3692,2023-06-22 01:01:32,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3693,3693,2023-06-22 01:01:33,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3694,3694,2023-06-22 01:01:34,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3695,3695,2023-06-22 01:01:35,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3696,3696,2023-06-22 01:01:36,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3697,3697,2023-06-22 01:01:37,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3698,3698,2023-06-22 01:01:38,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3699,3699,2023-06-22 01:01:39,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3700,3700,2023-06-22 01:01:40,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3701,3701,2023-06-22 01:01:41,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3702,3702,2023-06-22 01:01:42,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3703,3703,2023-06-22 01:01:43,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3704,3704,2023-06-22 01:01:44,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3705,3705,2023-06-22 01:01:45,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3706,3706,2023-06-22 01:01:46,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3707,3707,2023-06-22 01:01:47,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3708,3708,2023-06-22 01:01:48,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3709,3709,2023-06-22 01:01:49,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3710,3710,2023-06-22 01:01:50,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3711,3711,2023-06-22 01:01:51,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3712,3712,2023-06-22 01:01:52,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3713,3713,2023-06-22 01:01:53,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3714,3714,2023-06-22 01:01:54,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3715,3715,2023-06-22 01:01:55,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3716,3716,2023-06-22 01:01:56,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3717,3717,2023-06-22 01:01:57,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3718,3718,2023-06-22 01:01:58,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3719,3719,2023-06-22 01:01:59,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3720,3720,2023-06-22 01:02:00,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3721,3721,2023-06-22 01:02:01,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3722,3722,2023-06-22 01:02:02,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3723,3723,2023-06-22 01:02:03,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3724,3724,2023-06-22 01:02:04,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3725,3725,2023-06-22 01:02:05,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3726,3726,2023-06-22 01:02:06,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3727,3727,2023-06-22 01:02:07,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3728,3728,2023-06-22 01:02:08,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3729,3729,2023-06-22 01:02:09,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3730,3730,2023-06-22 01:02:10,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3731,3731,2023-06-22 01:02:11,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3732,3732,2023-06-22 01:02:12,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3733,3733,2023-06-22 01:02:13,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3734,3734,2023-06-22 01:02:14,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3735,3735,2023-06-22 01:02:15,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3736,3736,2023-06-22 01:02:16,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3737,3737,2023-06-22 01:02:17,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3738,3738,2023-06-22 01:02:18,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3739,3739,2023-06-22 01:02:19,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3740,3740,2023-06-22 01:02:20,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3741,3741,2023-06-22 01:02:21,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3742,3742,2023-06-22 01:02:22,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3743,3743,2023-06-22 01:02:23,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3744,3744,2023-06-22 01:02:24,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3745,3745,2023-06-22 01:02:25,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3746,3746,2023-06-22 01:02:26,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3747,3747,2023-06-22 01:02:27,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3748,3748,2023-06-22 01:02:28,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3749,3749,2023-06-22 01:02:29,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3750,3750,2023-06-22 01:02:30,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3751,3751,2023-06-22 01:02:31,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3752,3752,2023-06-22 01:02:32,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3753,3753,2023-06-22 01:02:33,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3754,3754,2023-06-22 01:02:34,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3755,3755,2023-06-22 01:02:35,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3756,3756,2023-06-22 01:02:36,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3757,3757,2023-06-22 01:02:37,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3758,3758,2023-06-22 01:02:38,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3759,3759,2023-06-22 01:02:39,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3760,3760,2023-06-22 01:02:40,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3761,3761,2023-06-22 01:02:41,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3762,3762,2023-06-22 01:02:42,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3763,3763,2023-06-22 01:02:43,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3764,3764,2023-06-22 01:02:44,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3765,3765,2023-06-22 01:02:45,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3766,3766,2023-06-22 01:02:46,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3767,3767,2023-06-22 01:02:47,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3768,3768,2023-06-22 01:02:48,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3769,3769,2023-06-22 01:02:49,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3770,3770,2023-06-22 01:02:50,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3771,3771,2023-06-22 01:02:51,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3772,3772,2023-06-22 01:02:52,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3773,3773,2023-06-22 01:02:53,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3774,3774,2023-06-22 01:02:54,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3775,3775,2023-06-22 01:02:55,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3776,3776,2023-06-22 01:02:56,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3777,3777,2023-06-22 01:02:57,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3778,3778,2023-06-22 01:02:58,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3779,3779,2023-06-22 01:02:59,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3780,3780,2023-06-22 01:03:00,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3781,3781,2023-06-22 01:03:01,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3782,3782,2023-06-22 01:03:02,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3783,3783,2023-06-22 01:03:03,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3784,3784,2023-06-22 01:03:04,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3785,3785,2023-06-22 01:03:05,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3786,3786,2023-06-22 01:03:06,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3787,3787,2023-06-22 01:03:07,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3788,3788,2023-06-22 01:03:08,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3789,3789,2023-06-22 01:03:09,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3790,3790,2023-06-22 01:03:10,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3791,3791,2023-06-22 01:03:11,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3792,3792,2023-06-22 01:03:12,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3793,3793,2023-06-22 01:03:13,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3794,3794,2023-06-22 01:03:14,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3795,3795,2023-06-22 01:03:15,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3796,3796,2023-06-22 01:03:16,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3797,3797,2023-06-22 01:03:17,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3798,3798,2023-06-22 01:03:18,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3799,3799,2023-06-22 01:03:19,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3800,3800,2023-06-22 01:03:20,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3801,3801,2023-06-22 01:03:21,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3802,3802,2023-06-22 01:03:22,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3803,3803,2023-06-22 01:03:23,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3804,3804,2023-06-22 01:03:24,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3805,3805,2023-06-22 01:03:25,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3806,3806,2023-06-22 01:03:26,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3807,3807,2023-06-22 01:03:27,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3808,3808,2023-06-22 01:03:28,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3809,3809,2023-06-22 01:03:29,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3810,3810,2023-06-22 01:03:30,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3811,3811,2023-06-22 01:03:31,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3812,3812,2023-06-22 01:03:32,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3813,3813,2023-06-22 01:03:33,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
